stock_decision,name,slug,sku,brand_slug,category_slug,shortDescription,description,price,compareAtPrice,costPrice,stockStatus,stockQuantity,lowStockAlert,isFeatured,isActive,image_url,image_alt,metaTitle,metaDescription,metaKeywords,source_list_url,memory_size,memory_type,engine_clock,memory_clock,resolution,gpu_chipset,chipset_series,pci_express,port_types,warranty
STOCK,INNO3D GeForce RTX 5060 Ti 8GB X3 OC GDDR7 Graphics Card,inno3d-geforce-rtx-5060-ti-8gb-x3-oc-gddr7-graphics-card,GPU-INNO3D-RTX-5060-TI-8GB-X3-OC-GDDR7,inno3d,nvidia,"Video Memory: 8GB GDDR7, PCI Express Gen 5 • Base Clock: 2407MHz, Boost Clock: 2602MHz • CUDA Cores: 4608, Memory Clock: 28 Gbps • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI 2.1b",,71900,75000,,IN_STOCK,0,5,false,true,/uploads/gpus/inno3d-geforce-rtx-5060-ti-8gb-x3-oc-gddr7-graphics-card.jpg,INNO3D GeForce RTX 5060 Ti 8GB X3 OC GDDR7 Graphics Card,Buy INNO3D GeForce RTX 5060 Ti 8GB X3 OC GDDR7 Graphics Card in Bangladesh | LogicBay BD,INNO3D GeForce RTX 5060 Ti 8GB X3 OC GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, inno3d, nvidia geforce, 8gb",https://www.startech.com.bd/inno3d-geforce-rtx-5060-ti-8gb-x3-oc-graphics-card,8GB,GDDR7,,28 Gbps,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,MSI GeForce RTX 5060 Ti 8G VENTUS 3X OC 8GB GDDR7 Graphics Card,msi-geforce-rtx-5060-ti-8g-ventus-3x-oc-8gb-gddr7-graphics-card,GPU-MSI-RTX-5060-TI-8G-VENTUS-3X-OC-8GB-,msi,nvidia,"Video Memory: 8GB GDDR7, PCI Express 5 • CUDA Cores: 4608 Units, Memory Speed: 28 Gbps • Core Clocks: Extreme: 2617 MHz, Boost: 2602 MHz • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI",,76000,76900,,IN_STOCK,0,5,false,true,/uploads/gpus/msi-geforce-rtx-5060-ti-8g-ventus-3x-oc-8gb-gddr7-graphics-card.jpg,MSI GeForce RTX 5060 Ti 8G VENTUS 3X OC 8GB GDDR7 Graphics Card,Buy MSI GeForce RTX 5060 Ti 8G VENTUS 3X OC 8GB GDDR7 Graphics Card in Bangladesh | LogicBay BD,MSI GeForce RTX 5060 Ti 8G VENTUS 3X OC 8GB GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, msi, nvidia geforce, 8gb",https://www.startech.com.bd/msi-geforce-rtx-5060-ti-8g-ventus-3x-oc-graphics-card,8GB,GDDR7,,,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,PowerColor Reaper AMD Radeon RX 9060 XT 16GB GDDR6 Graphics Card,powercolor-reaper-amd-radeon-rx-9060-xt-16gb-gddr6-graphics-card,GPU-POWERCOLOR-REAPER-RX-9060-XT-16GB-GD,powercolor,amd-gpu,"Engine Clock: Up to 2620 MHz (Game) / 3230 MHz (Boost) • Memory Speed: 20 Gbps, Memory Interface: 128-bit • Stream Processors: 2048 Units, AMD RDNA 4 Architecture • Output Ports: 1 x HDMI 2.1b, 2 x DisplayPort 2.1a",,76500,77000,,IN_STOCK,0,5,false,true,/uploads/gpus/powercolor-reaper-amd-radeon-rx-9060-xt-16gb-gddr6-graphics-card.jpg,PowerColor Reaper AMD Radeon RX 9060 XT 16GB GDDR6 Graphics Card,Buy PowerColor Reaper AMD Radeon RX 9060 XT 16GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,PowerColor Reaper AMD Radeon RX 9060 XT 16GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, powercolor, amd radeon, 16gb",https://www.startech.com.bd/powercolor-reaper-amd-radeon-rx-9060-xt-graphics-card,16GB,GDDR6,Up to 2620 MHz (Game) / 3230 MHz (Boost),,,AMD Radeon,RX 9000,,128-bit,3 Years
STOCK,ASUS PRIME GeForce RTX 5060 Ti 8GB GDDR7 OC Edition Graphics Card,asus-prime-geforce-rtx-5060-ti-8gb-gddr7-oc-edition-graphics-card,GPU-ASUS-PRIME-RTX-5060-TI-8GB-GDDR7-OC-,asus,nvidia,"Engine Clock: 2617MHz (Boost Clock), 2647MHz (OC Mode) • Memory: 8GB GDDR7; Speed: 28 Gbps • CUDA Core: 4608: AI Performance: 759 TOPs • Output: 1x HDMI 2.1b, 3x DisplayPort 2.1b",,78000,,,IN_STOCK,0,5,false,true,/uploads/gpus/asus-prime-geforce-rtx-5060-ti-8gb-gddr7-oc-edition-graphics-card.jpg,ASUS PRIME GeForce RTX 5060 Ti 8GB GDDR7 OC Edition Graphics Card,Buy ASUS PRIME GeForce RTX 5060 Ti 8GB GDDR7 OC Edition Graphics Card in Bangladesh | LogicBay BD,ASUS PRIME GeForce RTX 5060 Ti 8GB GDDR7 OC Edition Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, asus, nvidia geforce, 8gb",https://www.startech.com.bd/asus-prime-geforce-rtx-5060-ti-8gb-oc-graphics-card,8GB,GDDR7,2617MHz (Boost Clock),,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,Sapphire Pulse AMD Radeon RX 9060 XT GAMING OC 16GB GDDR6 Graphics Card,sapphire-pulse-amd-radeon-rx-9060-xt-gaming-oc-16gb-gddr6-graphics-card,GPU-SAPPHIRE-PULSE-RX-9060-XT-GAMING-OC--2,sapphire,amd-gpu,"Boost Clock: Up to 3290 MHz, Game Clock: Up to 2700 MHz • Memory: 16GB/128 bit DDR6, Stream Processors: 2048 • AMD RDNA 4 Architecture, Ray Accelerator: 32 • Output: 2x HDMI, 1x DisplayPort 2.1a",,82900,,,IN_STOCK,0,5,false,true,/uploads/gpus/sapphire-pulse-amd-radeon-rx-9060-xt-gaming-oc-16gb-gddr6-graphics-card.jpg,Sapphire Pulse AMD Radeon RX 9060 XT GAMING OC 16GB GDDR6 Graphics Card,Buy Sapphire Pulse AMD Radeon RX 9060 XT GAMING OC 16GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,Sapphire Pulse AMD Radeon RX 9060 XT GAMING OC 16GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, sapphire, amd radeon, 16gb",https://www.startech.com.bd/sapphire-pulse-amd-radeon-rx-9060-xt-gaming-oc-graphics-card,16GB,GDDR6,,,,AMD Radeon,RX 9000,,,3 Years
STOCK,ASUS Dual GeForce RTX 5060 Ti 8GB GDDR7 OC Edition Graphics Card,asus-dual-geforce-rtx-5060-ti-8gb-gddr7-oc-edition-graphics-card,GPU-ASUS-DUAL-RTX-5060-TI-8GB-GDDR7-OC-E,asus,nvidia,"Engine Clock: 2602 MHz (Boost Clock), 2632 MHz (OC Mode) • Memory: 8GB GDDR7; Speed: 28 Gbps • CUDA Core: 4608, AI Performance: 767 TOPs • Output: 1x HDMI 2.1b, 3x DisplayPort 2.1b",,86000,,,IN_STOCK,0,5,false,true,/uploads/gpus/asus-dual-geforce-rtx-5060-ti-8gb-gddr7-oc-edition-graphics-card.jpg,ASUS Dual GeForce RTX 5060 Ti 8GB GDDR7 OC Edition Graphics Card,Buy ASUS Dual GeForce RTX 5060 Ti 8GB GDDR7 OC Edition Graphics Card in Bangladesh | LogicBay BD,ASUS Dual GeForce RTX 5060 Ti 8GB GDDR7 OC Edition Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, asus, nvidia geforce, 8gb",https://www.startech.com.bd/asus-dual-geforce-rtx-5060-ti-8gb-oc-edition-graphics-card,8GB,GDDR7,2602 MHz (Boost Clock),,,NVIDIA GeForce,RTX 5000,,,3 Years
STOCK,PowerColor Hellhound AMD Radeon RX 9060 XT 16GB GDDR6 Graphics Card,powercolor-hellhound-amd-radeon-rx-9060-xt-16gb-gddr6-graphics-card,GPU-POWERCOLOR-HELLHOUND-RX-9060-XT-16GB,powercolor,amd-gpu,"Engine Clock: Up to 2740 MHz (Game) / 3310 MHz (Boost) • Memory Speed: 20 Gbps, Memory Interface: 128-bit • Stream Processors: 2048 Units, AMD RDNA 4 Architecture • Output Ports: 1 x HDMI 2.1b, 2 x DisplayPort 2.1a",,82800,84000,,IN_STOCK,0,5,false,true,/uploads/gpus/powercolor-hellhound-amd-radeon-rx-9060-xt-16gb-gddr6-graphics-card.jpg,PowerColor Hellhound AMD Radeon RX 9060 XT 16GB GDDR6 Graphics Card,Buy PowerColor Hellhound AMD Radeon RX 9060 XT 16GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,PowerColor Hellhound AMD Radeon RX 9060 XT 16GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, powercolor, amd radeon, 16gb",https://www.startech.com.bd/powercolor-hellhound-amd-radeon-rx-9060-xt-16gb-gddr6-graphics-card,16GB,GDDR6,Up to 2740 MHz (Game) / 3310 MHz (Boost),,,AMD Radeon,RX 9000,,128-bit,3 Years
STOCK,Sapphire Pure AMD Radeon RX 9060 XT GAMING OC 16GB GDDR6 Graphics Card,sapphire-pure-amd-radeon-rx-9060-xt-gaming-oc-16gb-gddr6-graphics-card,GPU-SAPPHIRE-PURE-RX-9060-XT-GAMING-OC-1,sapphire,amd-gpu,"Boost Clock: Up to 3290 MHz, Game Clock: Up to 2700 MHz • Memory: 16GB/128-bit DDR6 Stream Processors: 2048 • AMD RDNA 4 Architecture, Ray Accelerator: 32 • Output: 2x HDMI, 1x DisplayPort 2.1a",,84900,,,IN_STOCK,0,5,false,true,/uploads/gpus/sapphire-pure-amd-radeon-rx-9060-xt-gaming-oc-16gb-gddr6-graphics-card.jpg,Sapphire Pure AMD Radeon RX 9060 XT GAMING OC 16GB GDDR6 Graphics Card,Buy Sapphire Pure AMD Radeon RX 9060 XT GAMING OC 16GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,Sapphire Pure AMD Radeon RX 9060 XT GAMING OC 16GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, sapphire, amd radeon, 16gb",https://www.startech.com.bd/sapphire-pure-amd-radeon-rx-9060-xt-gaming-oc-graphics-card,16GB,GDDR6,,,,AMD Radeon,RX 9000,,,3 Years
STOCK,PowerColor Fighter AMD Radeon RX 7700 XT 12GB GDDR6 Graphics Card,powercolor-fighter-amd-radeon-rx-7700-xt-12gb-gddr6-graphics-card,GPU-POWERCOLOR-FIGHTER-RX-7700-XT-12GB-G,powercolor,amd-gpu,"Engine Clock: Up to 2226 MHz (Game) / 2584 MHz (Boost) • Memory Speed: 18 Gbps, Memory Interface: 192-bit • Stream Processors: 3456 Units, AMD RDNA 3 Architecture • Output Ports: 1 x HDMI 2.1, 3 x DisplayPort 2.1",,82000,85000,,IN_STOCK,0,5,false,true,/uploads/gpus/powercolor-fighter-amd-radeon-rx-7700-xt-12gb-gddr6-graphics-card.jpg,PowerColor Fighter AMD Radeon RX 7700 XT 12GB GDDR6 Graphics Card,Buy PowerColor Fighter AMD Radeon RX 7700 XT 12GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,PowerColor Fighter AMD Radeon RX 7700 XT 12GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, powercolor, amd radeon, 12gb",https://www.startech.com.bd/powercolor-fighter-amd-radeon-rx-7700-xt-12gb-gddr6-graphics-card,12GB,GDDR6,Up to 2226 MHz (Game) / 2584 MHz (Boost),,,AMD Radeon,RX 7000,,192-bit,3 Years
STOCK,ASUS Dual Radeon RX 9060 XT 16GB GDDR6 Graphics Card,asus-dual-radeon-rx-9060-xt-16gb-gddr6-graphics-card,GPU-ASUS-DUAL-RX-9060-XT-16GB-GDDR6,asus,amd-gpu,"Boost Clock: Up to 3250 MHz, Game Clock: Up to 2640 MHz • Memory: 16GB/128 bit GDDR6, Memory Clock: 20 Gbps Effective • Stream Processors: 2048, AMD RDNA 4 Architecture • Output Ports:1x HDMI, 2x DisplayPort 2.1a",,88000,,,IN_STOCK,0,5,false,true,/uploads/gpus/asus-dual-radeon-rx-9060-xt-16gb-gddr6-graphics-card.jpg,ASUS Dual Radeon RX 9060 XT 16GB GDDR6 Graphics Card,Buy ASUS Dual Radeon RX 9060 XT 16GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,ASUS Dual Radeon RX 9060 XT 16GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, asus, amd radeon, 16gb",https://www.startech.com.bd/asus-dual-radeon-rx-9060-xt-16gb-graphics-card,16GB,GDDR6,,20 Gbps Effective,,AMD Radeon,RX 9000,,,3 Years
STOCK,PowerColor AMD Radeon RX 7800 XT 16GB GDDR6 Graphics Card,powercolor-amd-radeon-rx-7800-xt-16gb-gddr6-graphics-card,GPU-POWERCOLOR-RX-7800-XT-16GB-GDDR6,powercolor,amd-gpu,"Engine Clock: Up to 2124MHz (Game)/ 2430MHz (Boost) • Memory Speed: 19.5 Gbps, Memory Interface: 256-bit • Stream Processors: 3840 Units, AMD RDNA 3 Architecture • Output Ports: 1 x HDMI 2.1, 3 x DisplayPort 2.1",,87000,89000,,IN_STOCK,0,5,false,true,/uploads/gpus/powercolor-amd-radeon-rx-7800-xt-16gb-gddr6-graphics-card.jpg,PowerColor AMD Radeon RX 7800 XT 16GB GDDR6 Graphics Card,Buy PowerColor AMD Radeon RX 7800 XT 16GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,PowerColor AMD Radeon RX 7800 XT 16GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, powercolor, amd radeon, 16gb",https://www.startech.com.bd/powercolor-amd-radeon-rx-7800-xt-16gb-gddr6-graphics-card,16GB,GDDR6,Up to 2124MHz (Game)/ 2430MHz (Boost),,,AMD Radeon,RX 7000,,256-bit,3 Years
STOCK,ASUS Prime Radeon RX 9060 XT 16GB GDDR6 OC Edition Graphics Card,asus-prime-radeon-rx-9060-xt-16gb-gddr6-oc-edition-graphics-card,GPU-ASUS-PRIME-RX-9060-XT-16GB-GDDR6-OC-,asus,amd-gpu,"Video Memory: 16GB GDDR6, PCI Express 5.0 • Engine Clock: Max. 3330 MHz (OC), Max. 3310 MHz (Default) • Memory Speed: 20 Gbps, Stream Processors: 2048 • Output Ports: 1x Native HDMI 2.1b, 2x Native DisplayPort 2.1a",,94000,,,IN_STOCK,0,5,false,true,/uploads/gpus/asus-prime-radeon-rx-9060-xt-16gb-gddr6-oc-edition-graphics-card.jpg,ASUS Prime Radeon RX 9060 XT 16GB GDDR6 OC Edition Graphics Card,Buy ASUS Prime Radeon RX 9060 XT 16GB GDDR6 OC Edition Graphics Card in Bangladesh | LogicBay BD,ASUS Prime Radeon RX 9060 XT 16GB GDDR6 OC Edition Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, asus, amd radeon, 16gb",https://www.startech.com.bd/asus-prime-radeon-rx-9060-xt-16gb-gddr6-oc-graphics-card,16GB,GDDR6,Max. 3330 MHz (OC),,,AMD Radeon,RX 9000,,,3 Years
STOCK,PowerColor Reaper AMD Radeon RX 9070 GRE 12GB GDDR6 Graphics Card,powercolor-reaper-amd-radeon-rx-9070-gre-12gb-gddr6-graphics-card,GPU-POWERCOLOR-REAPER-RX-9070-GRE-12GB-G,powercolor,amd-gpu,"Engine Clock: Up to 2220MHz(Game)/ 2790MHz(Boost) • Memory Speed: 18.0 Gbps, Memory Interface: 192-bit • Stream Processors: 3072 Units, AMD RDNA 4 Architecture • Output Ports: 1 x HDMI 2.1b，3 x DisplayPort 2.1a",,89000,,,IN_STOCK,0,5,false,true,/uploads/gpus/powercolor-reaper-amd-radeon-rx-9070-gre-12gb-gddr6-graphics-card.jpg,PowerColor Reaper AMD Radeon RX 9070 GRE 12GB GDDR6 Graphics Card,Buy PowerColor Reaper AMD Radeon RX 9070 GRE 12GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,PowerColor Reaper AMD Radeon RX 9070 GRE 12GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, powercolor, amd radeon, 12gb",https://www.startech.com.bd/powercolor-reaper-amd-radeon-rx-9070-gre-12gb-graphics-card,12GB,GDDR6,Up to 2220MHz(Game)/ 2790MHz(Boost),,,AMD Radeon,RX 9000,,192-bit,3 Years
STOCK,PowerColor Hellhound Spectral White AMD Radeon RX 9060 XT 16GB GDDR6 Graphics Card,powercolor-hellhound-spectral-white-amd-radeon-rx-9060-xt-16gb-gddr6-graphics-card,GPU-POWERCOLOR-HELLHOUND-SPECTRAL-WHITE-,powercolor,amd-gpu,"Engine Clock(OC): up to 2740MHz(Game), up to 3310MHz(Boost) • Memory Speed: 20 Gbps, Memory Interface: 128-bit • Stream Processors: 2048 Units, AMD RDNA 4 Architecture • Output Ports: 1 x HDMI 2.1b, 2 x DisplayPort 2.1a",,85500,90000,,IN_STOCK,0,5,false,true,/uploads/gpus/powercolor-hellhound-spectral-white-amd-radeon-rx-9060-xt-16gb-gddr6-graphics-card.jpg,PowerColor Hellhound Spectral White AMD Radeon RX 9060 XT 16GB GDDR6 Graphics Card,Buy PowerColor Hellhound Spectral White AMD Radeon RX 9060 XT 16GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,PowerColor Hellhound Spectral White AMD Radeon RX 9060 XT 16GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, powercolor, amd radeon, 16gb",https://www.startech.com.bd/powercolor-hellhound-spectral-white-amd-radeon-rx-9060-xt-gpu,16GB,GDDR6,,,,AMD Radeon,RX 9000,,128-bit,3 Years
STOCK,Sapphire NITRO+ AMD Radeon RX 9060 XT Gaming OC 16GB GDDR6 Graphics Card,sapphire-nitro-amd-radeon-rx-9060-xt-gaming-oc-16gb-gddr6-graphics-card,GPU-SAPPHIRE-NITRO-RX-9060-XT-GAMING-OC-,sapphire,amd-gpu,"Boost Clock: Up to 3320 MHz, Game Clock: Up to 2780 MHz • Memory: 16GB/128 bit GDDR6, Memory Clock: 20 Gbps Effective • Stream Processors: 2048, AMD RDNA 4 Architecture • Output Ports: 2x HDMI, 1x DisplayPort 2.1a",,91900,,,IN_STOCK,0,5,false,true,/uploads/gpus/sapphire-nitro-amd-radeon-rx-9060-xt-gaming-oc-16gb-gddr6-graphics-card.jpg,Sapphire NITRO+ AMD Radeon RX 9060 XT Gaming OC 16GB GDDR6 Graphics Card,Buy Sapphire NITRO+ AMD Radeon RX 9060 XT Gaming OC 16GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,Sapphire NITRO+ AMD Radeon RX 9060 XT Gaming OC 16GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, sapphire, amd radeon, 16gb",https://www.startech.com.bd/sapphire-nitro-plus-amd-radeon-rx-9060-xt-gaming-oc-graphics-card,16GB,GDDR6,,20 Gbps Effective,,AMD Radeon,RX 9000,,,3 Years
STOCK,Sapphire PULSE AMD Radeon RX 9070 GRE OC 12GB GDDR6 Graphics Card,sapphire-pulse-amd-radeon-rx-9070-gre-oc-12gb-gddr6-graphics-card,GPU-SAPPHIRE-PULSE-RX-9070-GRE-OC-12GB-G,sapphire,amd-gpu,"Video Memory: 12GB GDDR6, PCI Express 5.0 x16 • Boost Clock: Up to 2920MHz, Game Clock: Up to 2340MHz • Stream Processors: 3072, AMD RDNA 4 Architecture • Display Outputs: 2x HDMI 2.1b, 2x DisplayPort 2.1a",,92900,,,IN_STOCK,0,5,false,true,/uploads/gpus/sapphire-pulse-amd-radeon-rx-9070-gre-oc-12gb-gddr6-graphics-card.jpg,Sapphire PULSE AMD Radeon RX 9070 GRE OC 12GB GDDR6 Graphics Card,Buy Sapphire PULSE AMD Radeon RX 9070 GRE OC 12GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,Sapphire PULSE AMD Radeon RX 9070 GRE OC 12GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, sapphire, amd radeon, 12gb",https://www.startech.com.bd/sapphire-pulse-amd-radeon-rx-9070-gre-oc-graphics-card,12GB,GDDR6,,,,AMD Radeon,RX 9000,,,3 Years
STOCK,GUNNIR Intel Arc Pro B60 TF 24GB GDDR6 Workstation Graphics Card,gunnir-intel-arc-pro-b60-tf-24gb-gddr6-workstation-graphics-card,GPU-GUNNIR-ARC-PRO-B60-TF-24GB-GDDR6-WOR,gunnir,graphics-card,"Clock Speed: 2400MHz • Memory: 24GB GDDR6; AI TOPS: 197TOPS • Memory Bandwidth: 456GB/s • Output: DisplayPort x3, HDMI x1",,105000,,,IN_STOCK,0,5,false,true,/uploads/gpus/gunnir-intel-arc-pro-b60-tf-24gb-gddr6-workstation-graphics-card.jpg,GUNNIR Intel Arc Pro B60 TF 24GB GDDR6 Workstation Graphics Card,Buy GUNNIR Intel Arc Pro B60 TF 24GB GDDR6 Workstation Graphics Card in Bangladesh | LogicBay BD,GUNNIR Intel Arc Pro B60 TF 24GB GDDR6 Workstation Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, gunnir, intel arc, 24gb",https://www.startech.com.bd/gunnir-intel-arc-pro-b60-tf-24gb-workstation-graphics-card,24GB,GDDR6,,,,Intel Arc,,,,3 Years
STOCK,GUNNIR Intel Arc Pro B60 BS 24GB GDDR6 Workstation Graphics Card,gunnir-intel-arc-pro-b60-bs-24gb-gddr6-workstation-graphics-card,GPU-GUNNIR-ARC-PRO-B60-BS-24GB-GDDR6-WOR,gunnir,graphics-card,"Clock Speed: 2000MHz • Memory: 24GB GDDR6; AI TOPS: 164TOPS • Memory Bandwidth: 456GB/s • Output: DisplayPort x3, HDMI x1",,105000,,,IN_STOCK,0,5,false,true,/uploads/gpus/gunnir-intel-arc-pro-b60-bs-24gb-gddr6-workstation-graphics-card.jpg,GUNNIR Intel Arc Pro B60 BS 24GB GDDR6 Workstation Graphics Card,Buy GUNNIR Intel Arc Pro B60 BS 24GB GDDR6 Workstation Graphics Card in Bangladesh | LogicBay BD,GUNNIR Intel Arc Pro B60 BS 24GB GDDR6 Workstation Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, gunnir, intel arc, 24gb",https://www.startech.com.bd/gunnir-intel-arc-pro-b60-bs-24gb-workstation-graphics-card,24GB,GDDR6,,,,Intel Arc,,,,3 Years
STOCK,Sapphire PULSE AMD Radeon RX 9070 Gaming 16GB GDDR6 Graphics Card,sapphire-pulse-amd-radeon-rx-9070-gaming-16gb-gddr6-graphics-card,GPU-SAPPHIRE-PULSE-RX-9070-GAMING-16GB-G,sapphire,amd-gpu,"Video Memory: 16GB GDDR6, PCI Express 5.0 x16 • Boost Clock: Up to 2520 MHz, Game Clock: Up to 2070 MHz • Stream Processors: 3584, AMD RDNA 4 Architecture • Display Outputs: 2x HDMI, 2x DisplayPort 2.1a",,103500,110900,,IN_STOCK,0,5,false,true,/uploads/gpus/sapphire-pulse-amd-radeon-rx-9070-gaming-16gb-gddr6-graphics-card.jpg,Sapphire PULSE AMD Radeon RX 9070 Gaming 16GB GDDR6 Graphics Card,Buy Sapphire PULSE AMD Radeon RX 9070 Gaming 16GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,Sapphire PULSE AMD Radeon RX 9070 Gaming 16GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, sapphire, amd radeon, 16gb",https://www.startech.com.bd/sapphire-pulse-amd-radeon-rx-9070-gaming-graphics-card,16GB,GDDR6,,,,AMD Radeon,RX 9000,,,3 Years
STOCK,PNY GeForce RTX 5060 Ti 16GB Dual Fan GDDR7 Graphics Card,pny-geforce-rtx-5060-ti-16gb-dual-fan-gddr7-graphics-card,GPU-PNY-RTX-5060-TI-16GB-DUAL-FAN-GDDR7,pny,nvidia,"Video Memory: 16GB GDDR7, PCI-Express 5.0 x8 • Graphics Clock: 2407 MHz, Boost Clock: 2572 MHz • Memory Clock: 28 Gbps, Memory Interface: 128-bit • Display Outputs: 3 x DisplayPort 2.1b, 1 x HDMI 2.1b",,116500,115000,,IN_STOCK,0,5,false,true,/uploads/gpus/pny-geforce-rtx-5060-ti-16gb-dual-fan-gddr7-graphics-card.jpg,PNY GeForce RTX 5060 Ti 16GB Dual Fan GDDR7 Graphics Card,Buy PNY GeForce RTX 5060 Ti 16GB Dual Fan GDDR7 Graphics Card in Bangladesh | LogicBay BD,PNY GeForce RTX 5060 Ti 16GB Dual Fan GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, pny, nvidia geforce, 16gb",https://www.startech.com.bd/pny-geforce-rtx-5060-ti-16gb-dual-fan-graphics-card,16GB,GDDR7,,"28 Gbps, Memory Interface: 128-bit",,NVIDIA GeForce,RTX 5000,,128-bit,3 Years
STOCK,Sapphire PURE AMD Radeon RX 9070 Gaming OC 16GB GDDR6 Graphics Card,sapphire-pure-amd-radeon-rx-9070-gaming-oc-16gb-gddr6-graphics-card,GPU-SAPPHIRE-PURE-RX-9070-GAMING-OC-16GB,sapphire,amd-gpu,"Video Memory: 16GB GDDR6, PCI Express 5.0 x16 • Boost Clock: Up to 2700 MHz, Game Clock: Up to 2210 MHz • Stream Processors: 3584, AMD RDNA 4 Architecture • Display Outputs: 2x HDMI, 2x DisplayPort 2.1a",,109000,115900,,IN_STOCK,0,5,false,true,/uploads/gpus/sapphire-pure-amd-radeon-rx-9070-gaming-oc-16gb-gddr6-graphics-card.jpg,Sapphire PURE AMD Radeon RX 9070 Gaming OC 16GB GDDR6 Graphics Card,Buy Sapphire PURE AMD Radeon RX 9070 Gaming OC 16GB GDDR6 Graphics Card in Bangladesh | LogicBay BD,Sapphire PURE AMD Radeon RX 9070 Gaming OC 16GB GDDR6 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, sapphire, amd radeon, 16gb",https://www.startech.com.bd/sapphire-pure-amd-radeon-rx-9070-gaming-oc-graphics-card,16GB,GDDR6,,,,AMD Radeon,RX 9000,,,3 Years
STOCK,Colorful GeForce RTX 5060 Ti Battle AX NB DUO 16GB-V GDDR7 Graphics Card,colorful-geforce-rtx-5060-ti-battle-ax-nb-duo-16gb-v-gddr7-graphics-card,GPU-COLORFUL-RTX-5060-TI-BATTLE-AX-NB-DU,colorful,nvidia,"Video Memory: 16GB GDDR7, Memory Clock: 28Gbps • Core Clock: Base: 2407 Mhz, Boost: 2572 Mhz • CUDA Cores: 4608, Memory Bandwidth: 448GB/s • Display Outputs: 3x DisplayPort 2.1b, 1x HDMI 2.1b",,115000,118000,,IN_STOCK,0,5,false,true,/uploads/gpus/colorful-geforce-rtx-5060-ti-battle-ax-nb-duo-16gb-v-gddr7-graphics-card.jpg,Colorful GeForce RTX 5060 Ti Battle AX NB DUO 16GB-V GDDR7 Graphics Card,Buy Colorful GeForce RTX 5060 Ti Battle AX NB DUO 16GB-V GDDR7 Graphics Card in Bangladesh | LogicBay BD,Colorful GeForce RTX 5060 Ti Battle AX NB DUO 16GB-V GDDR7 Graphics Card. Check price and warranty at LogicBay BD.,"graphics card, colorful, nvidia geforce, 16gb",https://www.startech.com.bd/colorful-geforce-rtx-5060-ti-battle-ax-nb-duo-16gb-v-graphics-card,16GB,GDDR7,,28Gbps,,NVIDIA GeForce,RTX 5000,,,3 Years
